Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000461,Dr. Emily Moore,Oncology,Detroit,MI,Abstral,REP-104,TERR-02,3,3,3,3,3,16,7.7203,13597.29,4.7528,0.041217,8.0873,hybrid
1001000462,Dr. Robert Mitchell,Oncology,Miami,FL,Lazanda,REP-105,TERR-03,2,6,8,4,1,22,17.5195,22807.08,4.8497,0.044857,18.3691,hybrid
1001000463,Dr. Rebecca Gonzalez,Anesthesiology,Philadelphia,PA,Subsys,REP-111,TERR-06,2,4,3,2,2,8,9.7402,9110.82,4.9919,0.044276,10.2264,hybrid
1001000464,Dr. Laura Nguyen,Anesthesiology,Denver,CO,Actiq,REP-109,TERR-05,2,5,6,5,2,13,12.6198,26297.74,5.4925,0.049639,13.3129,hybrid
1001000465,Dr. Ashley Allen,Neurology,Portland,OR,Abstral,REP-107,TERR-04,2,6,3,2,1,31,16.9079,14687.68,3.9358,0.036486,17.5733,hybrid
1001000466,Dr. Dorothy Moore,Palliative Care,Seattle,WA,Abstral,REP-112,TERR-06,2,5,5,3,4,8,12.5481,15787.8,6.6699,0.059943,13.385,hybrid
1001000467,Dr. Kathleen Baker,Pain Management,Portland,OR,Subsys,REP-108,TERR-04,1,10,16,7,0,19,34.8319,81023.65,4.1446,0.039499,36.2755,hybrid
1001000468,Dr. Dorothy Martin,Palliative Care,Detroit,MI,Subsys,REP-106,TERR-03,3,3,5,3,3,15,8.5933,19888.04,6.4494,0.056164,9.1475,hybrid
1001000469,Dr. Rebecca Carter,Palliative Care,New York,NY,Abstral,REP-104,TERR-02,2,7,9,7,1,16,19.9839,32004.21,5.0774,0.047221,20.9985,hybrid
1001000470,Dr. Susan White,Neurology,Miami,FL,Abstral,REP-103,TERR-02,1,9,14,12,13,26,24.4903,62802.55,10.4093,0.095318,27.0396,hybrid
1001000471,Dr. David Lee,Pain Management,Miami,FL,Subsys,REP-102,TERR-01,3,3,3,2,0,21,8.5327,15941.66,1.8084,0.016057,8.687,hybrid
1001000472,Dr. James Sanchez,Neurology,Austin,TX,Subsys,REP-111,TERR-06,2,7,8,5,2,17,18.468,42733.19,6.2387,0.057497,19.6201,hybrid
1001000473,Dr. Sarah Adams,Internal Medicine,Las Vegas,NV,Abstral,REP-102,TERR-01,2,7,9,7,2,31,19.757,27236.49,3.3857,0.031718,20.4259,hybrid
1001000474,Dr. Elizabeth Rodriguez,Orthopedics,Los Angeles,CA,Lazanda,REP-105,TERR-03,2,7,9,6,5,14,18.5488,25274.65,7.8501,0.071842,20.0049,hybrid
1001000475,Dr. Sarah Perez,Family Practice,Atlanta,GA,Subsys,REP-107,TERR-04,2,5,5,4,3,21,14.9555,30919.37,4.8369,0.04434,15.6789,hybrid
1001000476,Dr. Mary Young,Pain Management,Nashville,TN,Lazanda,REP-101,TERR-01,2,6,10,8,1,9,15.3716,26538.7,6.4901,0.059153,16.3693,hybrid
1001000477,Dr. Nancy Rodriguez,Neurology,Portland,OR,Fentora,REP-108,TERR-04,2,7,9,5,5,14,18.5325,45645.9,6.5336,0.060146,19.7434,hybrid
1001000478,Dr. Dorothy Baker,Internal Medicine,Philadelphia,PA,Abstral,REP-109,TERR-05,2,7,10,8,1,23,18.145,28623.0,4.651,0.043137,18.9889,hybrid
1001000479,Dr. David Miller,Pain Management,Atlanta,GA,Subsys,REP-112,TERR-06,2,5,7,4,4,11,14.384,30741.41,5.6846,0.051786,15.2017,hybrid
1001000480,Dr. Susan Williams,Palliative Care,Chicago,IL,Actiq,REP-106,TERR-03,2,6,8,7,3,18,17.0571,34133.73,7.4134,0.067685,18.3216,hybrid
1001000481,Dr. William Davis,Pain Management,Seattle,WA,Fentora,REP-101,TERR-01,2,6,14,10,1,15,17.9544,21365.12,6.725,0.061755,19.1618,hybrid
1001000482,Dr. Margaret Ramirez,Anesthesiology,Portland,OR,Actiq,REP-101,TERR-01,2,7,11,8,2,28,19.4697,45053.06,5.9836,0.055352,20.6346,hybrid
1001000483,Dr. Michael Lee,Palliative Care,Chicago,IL,Lazanda,REP-103,TERR-02,3,2,3,2,0,18,5.3465,7001.83,2.8731,0.023916,5.5001,hybrid
1001000484,Dr. Emily Robinson,Psychiatry,Los Angeles,CA,Actiq,REP-111,TERR-06,2,7,6,4,5,12,19.4031,25776.28,5.2537,0.048754,20.4225,hybrid
1001000485,Dr. Melissa Robinson,Pain Management,Detroit,MI,Subsys,REP-106,TERR-03,2,6,3,2,0,14,15.1006,36242.51,2.828,0.026178,15.5276,hybrid
1001000486,Dr. Margaret Flores,Pain Management,Las Vegas,NV,Subsys,REP-104,TERR-02,2,4,9,5,0,16,10.0954,23643.77,2.6238,0.023593,10.3603,hybrid
1001000487,Dr. Kathleen Thomas,Anesthesiology,Las Vegas,NV,Subsys,REP-111,TERR-06,1,10,16,7,4,29,27.3884,30392.01,9.1463,0.084563,29.8935,hybrid
1001000488,Dr. Kathleen Rivera,Internal Medicine,Detroit,MI,Fentora,REP-105,TERR-03,2,7,9,8,8,24,18.069,35541.85,7.9215,0.072377,19.5003,hybrid
1001000489,Dr. Sharon Jones,Pain Management,Atlanta,GA,Fentora,REP-110,TERR-05,3,3,6,4,0,21,8.3534,16393.13,3.6287,0.031894,8.6566,hybrid
1001000490,Dr. Richard Nguyen,Neurology,Jacksonville,FL,Actiq,REP-101,TERR-01,2,5,7,4,5,23,12.8839,31228.65,6.1177,0.055218,13.6721,hybrid
1001000491,Dr. Nancy Ramirez,Pain Management,Charlotte,NC,Abstral,REP-105,TERR-03,2,4,9,7,1,17,9.8854,10463.69,4.6701,0.041536,10.347,hybrid
1001000492,Dr. Lisa Martinez,Psychiatry,Las Vegas,NV,Actiq,REP-103,TERR-02,2,5,5,4,0,18,14.0902,13341.6,4.2166,0.038617,14.6843,hybrid
1001000493,Dr. Rebecca Thompson,Palliative Care,Baltimore,MD,Actiq,REP-106,TERR-03,1,8,14,8,1,21,21.3619,34097.82,5.9506,0.055288,22.6331,hybrid
1001000494,Dr. Michelle Rivera,Oncology,Jacksonville,FL,Subsys,REP-109,TERR-05,3,2,3,2,3,14,4.6484,5614.44,5.3403,0.04301,4.8966,hybrid
1001000495,Dr. Elizabeth Miller,Oncology,Boston,MA,Actiq,REP-104,TERR-02,1,8,16,11,7,18,23.047,56687.69,7.8148,0.072226,24.848,hybrid
1001000496,Dr. James Williams,Oncology,Philadelphia,PA,Subsys,REP-107,TERR-04,2,4,5,4,3,23,11.8534,26904.21,5.8737,0.052751,12.5496,hybrid
1001000497,Dr. Barbara Green,Family Practice,Baltimore,MD,Subsys,REP-102,TERR-01,2,5,4,4,5,6,12.472,31737.13,3.5866,0.032665,12.9193,hybrid
1001000498,Dr. Barbara Garcia,Pain Management,Nashville,TN,Abstral,REP-103,TERR-02,2,6,16,14,3,22,15.7499,39387.01,7.1734,0.065273,16.8796,hybrid
1001000499,Dr. John Taylor,Palliative Care,Austin,TX,Subsys,REP-108,TERR-04,2,5,4,3,3,25,12.5806,24762.58,5.2607,0.047583,13.2424,hybrid
1001000500,Dr. Donna Walker,Neurology,Houston,TX,Subsys,REP-111,TERR-06,2,7,7,5,1,9,18.5298,41134.95,5.4834,0.050718,19.5459,hybrid
1001000501,Dr. Donna Hernandez,Orthopedics,Jacksonville,FL,Subsys,REP-102,TERR-01,1,8,12,8,9,19,22.8626,30405.2,5.7668,0.053779,24.1811,hybrid
1001000502,Dr. Kathleen Martinez,Palliative Care,Miami,FL,Subsys,REP-109,TERR-05,2,6,10,8,9,17,15.3636,34891.71,9.2399,0.083194,16.7832,hybrid
1001000503,Dr. Melissa Jones,Pain Management,Chicago,IL,Actiq,REP-110,TERR-05,2,5,9,6,4,10,13.9757,19326.89,6.9862,0.06316,14.9521,hybrid
1001000504,Dr. Dorothy Sanchez,Orthopedics,Nashville,TN,Subsys,REP-107,TERR-04,3,3,2,1,1,23,6.4091,13715.13,2.6793,0.022913,6.5808,hybrid
1001000505,Dr. Kathleen Campbell,Pain Management,Portland,OR,Subsys,REP-111,TERR-06,2,6,6,5,4,20,15.3084,20787.33,8.4283,0.076141,16.5987,hybrid
1001000506,Dr. Thomas Davis,Family Practice,New York,NY,Subsys,REP-104,TERR-02,2,7,5,4,4,11,19.36,42111.04,4.3173,0.040232,20.1959,hybrid
1001000507,Dr. Donna Mitchell,Pain Management,Atlanta,GA,Lazanda,REP-112,TERR-06,2,6,8,7,3,14,16.6801,16876.31,6.8017,0.062195,17.8146,hybrid
1001000508,Dr. Stephanie Carter,Oncology,Las Vegas,NV,Abstral,REP-111,TERR-06,2,4,5,4,3,28,9.8398,17753.61,6.6043,0.058222,10.4897,hybrid
1001000509,Dr. Margaret Nguyen,Pain Management,Boston,MA,Fentora,REP-101,TERR-01,2,4,6,5,1,22,11.6682,14503.59,5.0526,0.045487,12.2577,hybrid
1001000510,Dr. Sandra Hall,Neurology,Baltimore,MD,Subsys,REP-105,TERR-03,2,5,7,5,2,26,14.1691,14594.15,5.2612,0.047975,14.9146,hybrid
1001000511,Dr. Jennifer Torres,Neurology,Atlanta,GA,Subsys,REP-105,TERR-03,2,5,10,5,2,12,12.5101,12520.33,6.0863,0.054828,13.2715,hybrid
1001000512,Dr. Michelle Torres,Palliative Care,Houston,TX,Actiq,REP-111,TERR-06,2,5,10,8,6,13,13.5008,29373.3,8.2381,0.0739,14.613,hybrid
1001000513,Dr. Ashley Rivera,Neurology,Miami,FL,Abstral,REP-108,TERR-04,1,8,11,7,1,14,22.1803,38726.74,4.8062,0.044963,23.2464,hybrid
1001000514,Dr. Michael Mitchell,Pain Management,Seattle,WA,Abstral,REP-107,TERR-04,3,3,2,1,1,20,6.997,8264.49,3.8969,0.033528,7.2697,hybrid
1001000515,Dr. Charles Taylor,Palliative Care,Austin,TX,Fentora,REP-102,TERR-01,2,4,6,4,1,25,10.667,21806.59,3.6747,0.033045,11.059,hybrid
1001000516,Dr. David Lee,Pain Management,Atlanta,GA,Abstral,REP-109,TERR-05,2,4,7,7,6,21,9.9689,12911.48,9.1532,0.079908,10.8814,hybrid
1001000517,Dr. Jennifer Hill,Palliative Care,Baltimore,MD,Lazanda,REP-102,TERR-01,2,5,5,4,1,25,14.9325,18330.72,3.7263,0.034328,15.4889,hybrid
1001000518,Dr. James Perez,Pain Management,Charlotte,NC,Subsys,REP-106,TERR-03,2,5,10,5,6,23,12.3996,15580.37,9.2144,0.081826,13.5421,hybrid
1001000519,Dr. Sarah Smith,Pain Management,Boston,MA,Fentora,REP-110,TERR-05,3,3,4,2,3,7,7.0323,8935.65,5.6323,0.048133,7.4283,hybrid
1001000520,Dr. Susan Smith,Internal Medicine,Seattle,WA,Abstral,REP-103,TERR-02,2,5,7,4,0,18,14.7577,33543.72,2.7782,0.025686,15.1677,hybrid
1001000521,Dr. Joseph Martin,Family Practice,Denver,CO,Lazanda,REP-109,TERR-05,1,8,8,5,5,13,21.4153,40430.88,5.4927,0.051146,22.5916,hybrid
1001000522,Dr. Elizabeth Williams,Anesthesiology,Chicago,IL,Subsys,REP-108,TERR-04,1,10,12,10,2,20,35.4206,31645.63,6.7198,0.063306,37.8008,hybrid
1001000523,Dr. Margaret Johnson,Neurology,Detroit,MI,Subsys,REP-101,TERR-01,1,9,6,4,5,17,26.8024,26162.7,5.5263,0.051905,28.2835,hybrid
1001000524,Dr. Amanda Scott,Palliative Care,Boston,MA,Fentora,REP-107,TERR-04,2,6,13,10,10,18,17.8002,31274.18,9.1544,0.083122,19.4297,hybrid
1001000525,Dr. Michael Allen,Family Practice,Las Vegas,NV,Actiq,REP-109,TERR-05,2,7,6,5,1,16,19.3125,33603.33,4.3019,0.040087,20.1433,hybrid
1001000526,Dr. Mary White,Anesthesiology,New York,NY,Actiq,REP-107,TERR-04,2,7,14,13,5,15,18.9246,35887.83,7.8879,0.072247,20.4174,hybrid
1001000527,Dr. Mary Rodriguez,Internal Medicine,Miami,FL,Subsys,REP-104,TERR-02,2,6,6,3,2,21,15.4187,28265.15,3.1574,0.02922,15.9055,hybrid
1001000528,Dr. Patricia Wilson,Pain Management,Miami,FL,Subsys,REP-111,TERR-06,2,4,7,5,2,21,11.9444,24175.38,6.6342,0.059416,12.7368,hybrid
1001000529,Dr. William Walker,Pain Management,Portland,OR,Subsys,REP-109,TERR-05,1,9,16,14,2,21,25.9631,62178.96,6.657,0.062131,27.6914,hybrid
1001000530,Dr. Kathleen Smith,Internal Medicine,Philadelphia,PA,Subsys,REP-108,TERR-04,2,5,9,7,0,13,12.2961,25567.28,3.2574,0.02968,12.6966,hybrid
1001000531,Dr. Rebecca Jones,Family Practice,Portland,OR,Abstral,REP-105,TERR-03,2,7,3,2,3,22,18.483,47508.4,3.9403,0.036699,19.2113,hybrid
1001000532,Dr. James Anderson,Pain Management,Los Angeles,CA,Abstral,REP-108,TERR-04,2,4,7,2,2,18,10.2338,14428.72,4.6532,0.041516,10.71,hybrid
1001000533,Dr. Laura Jackson,Palliative Care,Boston,MA,Actiq,REP-109,TERR-05,1,8,11,6,0,9,21.6671,36004.3,3.3425,0.031451,22.3914,hybrid
1001000534,Dr. Michelle King,Palliative Care,Chicago,IL,Subsys,REP-106,TERR-03,3,3,7,5,2,24,8.458,18102.78,6.0403,0.052608,8.9689,hybrid
1001000535,Dr. Patricia Garcia,Oncology,Atlanta,GA,Subsys,REP-108,TERR-04,2,6,11,4,3,18,15.2311,28020.74,6.3561,0.057934,16.1992,hybrid
1001000536,Dr. Susan Miller,Anesthesiology,New York,NY,Subsys,REP-109,TERR-05,2,7,4,3,1,13,19.0925,30655.77,4.0186,0.037474,19.8598,hybrid
1001000537,Dr. Mary Young,Oncology,Boston,MA,Abstral,REP-112,TERR-06,2,5,6,5,5,27,13.5358,19040.31,6.6373,0.059972,14.4342,hybrid
1001000538,Dr. Stephanie Jones,Pain Management,Philadelphia,PA,Actiq,REP-111,TERR-06,2,6,5,3,4,19,17.1264,31303.31,6.7873,0.062157,18.2888,hybrid
1001000539,Dr. Melissa Rivera,Internal Medicine,Charlotte,NC,Abstral,REP-109,TERR-05,2,4,4,2,1,14,10.4252,21331.46,3.4934,0.031379,10.7894,hybrid
1001000540,Dr. Dorothy Nelson,Pain Management,Los Angeles,CA,Actiq,REP-107,TERR-04,3,3,8,6,6,14,7.7849,16361.7,8.6268,0.073666,8.4564,hybrid
1001000541,Dr. Carol Harris,Oncology,Boston,MA,Lazanda,REP-101,TERR-01,2,6,7,4,2,20,17.8489,31554.6,5.4516,0.050336,18.822,hybrid
1001000542,Dr. Donna Ramirez,Emergency Medicine,Phoenix,AZ,Abstral,REP-104,TERR-02,2,4,2,1,1,20,10.3908,19585.5,2.4691,0.022273,10.6474,hybrid
1001000543,Dr. Karen Anderson,Oncology,Portland,OR,Abstral,REP-102,TERR-01,2,5,7,7,8,11,12.0821,21208.15,6.9939,0.062592,12.9271,hybrid
1001000544,Dr. Sarah Taylor,Palliative Care,Phoenix,AZ,Fentora,REP-103,TERR-02,2,6,10,9,9,12,15.4699,37096.1,10.2651,0.092049,17.0579,hybrid
1001000545,Dr. Lisa Clark,Anesthesiology,Portland,OR,Fentora,REP-110,TERR-05,3,2,3,3,2,12,4.444,5885.93,4.3572,0.03495,4.6376,hybrid
1001000546,Dr. Sharon Allen,Pain Management,New York,NY,Abstral,REP-108,TERR-04,2,4,8,4,1,11,11.0673,19841.33,6.1399,0.054782,11.7468,hybrid
1001000547,Dr. Jennifer Thomas,Pain Management,Detroit,MI,Subsys,REP-110,TERR-05,3,3,6,4,1,9,8.7817,16750.73,4.2771,0.037679,9.1573,hybrid
1001000548,Dr. James Miller,Pain Management,Seattle,WA,Abstral,REP-108,TERR-04,2,6,13,8,3,23,15.1646,17422.58,7.361,0.066776,16.2808,hybrid
1001000549,Dr. Thomas Davis,Pain Management,Austin,TX,Actiq,REP-109,TERR-05,1,10,15,11,12,17,27.7558,52740.62,11.1282,0.102025,30.8445,hybrid
1001000550,Dr. Kimberly Jones,Internal Medicine,Charlotte,NC,Subsys,REP-101,TERR-01,1,9,11,8,0,16,25.5547,51201.77,3.6121,0.034171,26.4778,hybrid
1001000551,Dr. William Adams,Anesthesiology,Las Vegas,NV,Subsys,REP-111,TERR-06,2,4,3,3,0,21,9.8363,14456.46,3.1969,0.028606,10.1508,hybrid
1001000552,Dr. Donna Flores,Pain Management,Columbus,OH,Subsys,REP-102,TERR-01,2,7,10,9,3,22,20.6662,37076.42,5.413,0.050343,21.7849,hybrid
1001000553,Dr. Jennifer Green,Anesthesiology,Columbus,OH,Subsys,REP-106,TERR-03,3,3,4,3,1,18,6.0759,15248.22,4.9238,0.04141,6.375,hybrid
1001000554,Dr. Carol Robinson,Internal Medicine,Charlotte,NC,Subsys,REP-109,TERR-05,2,6,4,3,3,34,15.2176,15140.41,4.6816,0.042991,15.9301,hybrid
1001000555,Dr. Deborah Jackson,Anesthesiology,Seattle,WA,Lazanda,REP-102,TERR-01,2,5,8,6,0,16,12.7058,25313.27,1.5766,0.01451,12.9062,hybrid
1001000556,Dr. Margaret Robinson,Neurology,Baltimore,MD,Abstral,REP-105,TERR-03,3,3,4,3,4,25,7.6042,18273.05,6.1798,0.053177,8.0741,hybrid
1001000557,Dr. Sharon Young,Neurology,Austin,TX,Abstral,REP-106,TERR-03,2,7,10,6,7,31,18.1241,16082.49,7.3724,0.067536,19.4603,hybrid
1001000558,Dr. Thomas Harris,Internal Medicine,Miami,FL,Abstral,REP-109,TERR-05,2,6,9,2,3,18,15.3359,25607.71,3.9136,0.036081,15.9361,hybrid
1001000559,Dr. Elizabeth Nguyen,Oncology,Denver,CO,Abstral,REP-104,TERR-02,2,5,8,4,3,12,13.3806,23831.07,6.0413,0.054689,14.1889,hybrid
1001000560,Dr. Lisa Moore,Oncology,Detroit,MI,Abstral,REP-112,TERR-06,3,3,4,4,3,19,6.6175,15951.83,6.4213,0.054283,7.0425,hybrid
1001000561,Dr. Rebecca Miller,Neurology,Boston,MA,Subsys,REP-101,TERR-01,2,4,5,4,0,15,11.4253,11203.85,2.7074,0.02459,11.7346,hybrid
1001000562,Dr. Thomas Carter,Anesthesiology,Phoenix,AZ,Subsys,REP-101,TERR-01,2,6,6,4,3,16,17.5465,31010.1,6.0032,0.055241,18.5999,hybrid
1001000563,Dr. Dorothy Adams,Pain Management,Seattle,WA,Actiq,REP-109,TERR-05,2,5,6,2,1,12,12.6197,18489.51,4.3972,0.039935,13.1746,hybrid
1001000564,Dr. Amanda Wilson,Emergency Medicine,Nashville,TN,Subsys,REP-110,TERR-05,3,3,2,1,1,26,7.4052,14438.15,2.3101,0.020148,7.5763,hybrid
1001000565,Dr. Nancy Martin,Oncology,Jacksonville,FL,Actiq,REP-101,TERR-01,2,6,8,5,0,34,15.4707,20502.77,2.49,0.023119,15.8559,hybrid
1001000566,Dr. Richard Lewis,Anesthesiology,Baltimore,MD,Subsys,REP-109,TERR-05,1,8,16,15,14,15,22.0043,26604.53,11.1394,0.101249,24.4554,hybrid
1001000567,Dr. Dorothy Martin,Palliative Care,Austin,TX,Abstral,REP-103,TERR-02,2,6,15,8,5,13,16.779,39156.03,7.943,0.072286,18.1117,hybrid
1001000568,Dr. Patricia Hill,Oncology,Jacksonville,FL,Abstral,REP-109,TERR-05,2,5,2,1,0,17,13.5292,12859.56,0.7168,0.006652,13.6262,hybrid
1001000569,Dr. Barbara Thompson,Palliative Care,Miami,FL,Subsys,REP-102,TERR-01,2,7,10,7,8,8,20.6559,46524.88,7.7753,0.071542,22.262,hybrid
1001000570,Dr. Betty Nguyen,Pain Management,Baltimore,MD,Abstral,REP-112,TERR-06,1,8,16,12,13,18,22.756,21101.26,10.791,0.098367,25.2116,hybrid
1001000571,Dr. Michelle Thompson,Internal Medicine,Baltimore,MD,Subsys,REP-111,TERR-06,1,10,15,14,3,18,27.5007,51378.71,7.1227,0.066469,29.4595,hybrid
1001000572,Dr. Nancy Carter,Palliative Care,Los Angeles,CA,Subsys,REP-105,TERR-03,1,8,7,5,1,14,21.6234,39535.37,5.5406,0.051602,22.8214,hybrid
1001000573,Dr. Barbara Thompson,Psychiatry,Baltimore,MD,Subsys,REP-111,TERR-06,3,3,5,5,0,6,7.6161,9774.31,3.5733,0.031097,7.8882,hybrid
1001000574,Dr. Deborah Perez,Psychiatry,New York,NY,Actiq,REP-110,TERR-05,2,7,11,8,3,23,18.5074,29970.23,5.2835,0.048911,19.4852,hybrid
1001000575,Dr. Michelle Miller,Oncology,Columbus,OH,Subsys,REP-105,TERR-03,3,3,7,6,5,14,7.5424,10681.86,8.0503,0.068667,8.1496,hybrid
1001000576,Dr. Sarah Lopez,Oncology,Boston,MA,Abstral,REP-103,TERR-02,2,6,8,6,7,19,15.8177,37336.06,8.0904,0.073337,17.0974,hybrid
1001000577,Dr. Barbara Williams,Pain Management,Miami,FL,Subsys,REP-110,TERR-05,2,4,10,8,4,17,10.3902,11864.33,7.4284,0.065565,11.162,hybrid
1001000578,Dr. Michelle Harris,Pain Management,Nashville,TN,Subsys,REP-110,TERR-05,2,6,16,12,4,21,17.6913,16023.67,9.2458,0.083892,19.327,hybrid
1001000579,Dr. Donna White,Oncology,Denver,CO,Lazanda,REP-109,TERR-05,2,5,7,2,2,33,14.3995,14284.33,4.9401,0.045158,15.1108,hybrid
1001000580,Dr. Joseph White,Family Practice,New York,NY,Fentora,REP-101,TERR-01,3,3,4,3,0,19,7.5704,15711.33,1.902,0.016661,7.7144,hybrid
1001000581,Dr. Kathleen Perez,Pain Management,Las Vegas,NV,Subsys,REP-105,TERR-03,2,5,9,8,4,18,12.3858,21706.85,7.3395,0.065705,13.2948,hybrid
1001000582,Dr. David Hall,Palliative Care,Baltimore,MD,Abstral,REP-110,TERR-05,2,5,7,5,1,12,12.8761,17723.55,4.7601,0.043223,13.489,hybrid
1001000583,Dr. Charles Hall,Anesthesiology,Atlanta,GA,Abstral,REP-107,TERR-04,2,7,10,7,0,19,20.9675,21820.53,4.2724,0.03997,21.8634,hybrid
1001000584,Dr. Rebecca Gonzalez,Family Practice,Denver,CO,Subsys,REP-102,TERR-01,1,8,7,4,2,24,21.403,40138.91,2.5305,0.023888,21.9446,hybrid
1001000585,Dr. Betty Mitchell,Orthopedics,Las Vegas,NV,Abstral,REP-105,TERR-03,2,4,5,2,1,17,9.6003,8926.55,3.8213,0.034023,9.9671,hybrid
1001000586,Dr. Charles White,Oncology,Austin,TX,Abstral,REP-108,TERR-04,2,6,8,6,0,12,17.7312,23870.24,3.6554,0.034017,18.3794,hybrid
1001000587,Dr. James Thompson,Pain Management,Nashville,TN,Subsys,REP-106,TERR-03,2,4,6,2,3,18,9.3811,24320.55,5.8873,0.051835,9.9334,hybrid
1001000588,Dr. Robert Martinez,Internal Medicine,Columbus,OH,Fentora,REP-112,TERR-06,3,3,2,1,2,14,8.2442,18877.71,3.1776,0.027944,8.5061,hybrid
1001000589,Dr. Ashley Brown,Pain Management,Houston,TX,Abstral,REP-106,TERR-03,2,5,4,3,1,21,14.9298,17283.84,4.7431,0.043493,15.6379,hybrid
1001000590,Dr. Donna Scott,Pain Management,New York,NY,Subsys,REP-106,TERR-03,2,6,13,9,7,16,15.0264,23975.97,10.1148,0.090605,16.5463,hybrid
1001000591,Dr. Emily Anderson,Oncology,Austin,TX,Abstral,REP-108,TERR-04,2,5,9,8,2,19,13.944,16094.43,6.7584,0.061153,14.8863,hybrid
1001000592,Dr. Lisa Sanchez,Orthopedics,Jacksonville,FL,Fentora,REP-104,TERR-02,3,2,4,3,3,12,3.6691,5295.4,3.6055,0.027939,3.8014,hybrid
1001000593,Dr. Susan Davis,Anesthesiology,Los Angeles,CA,Actiq,REP-101,TERR-01,1,9,8,5,1,16,24.3053,43135.54,4.7977,0.045051,25.4714,hybrid
1001000594,Dr. Melissa Taylor,Pain Management,Los Angeles,CA,Abstral,REP-106,TERR-03,2,5,7,4,2,23,13.8375,28729.97,6.7699,0.061223,14.7743,hybrid
1001000595,Dr. Stephanie Moore,Oncology,Austin,TX,Actiq,REP-110,TERR-05,3,3,7,4,4,20,8.0509,19977.5,7.4746,0.064371,8.6526,hybrid
1001000596,Dr. Linda Martinez,Pain Management,Phoenix,AZ,Actiq,REP-105,TERR-03,2,7,6,4,3,16,18.9833,33638.82,6.6338,0.061112,20.2426,hybrid
1001000597,Dr. William Walker,Oncology,Houston,TX,Abstral,REP-108,TERR-04,1,9,15,10,3,23,25.2097,53388.9,7.3779,0.068559,27.0696,hybrid
1001000598,Dr. Stephanie King,Neurology,Las Vegas,NV,Subsys,REP-111,TERR-06,1,9,16,12,13,24,24.4792,46712.01,10.6511,0.097427,27.0865,hybrid
1001000599,Dr. Betty Thompson,Oncology,Jacksonville,FL,Subsys,REP-105,TERR-03,1,9,8,6,7,26,25.921,61154.08,7.0631,0.065794,27.7518,hybrid
1001000600,Dr. Elizabeth White,Internal Medicine,Houston,TX,Actiq,REP-112,TERR-06,1,8,15,13,8,24,21.1447,38578.14,7.6789,0.070758,22.7684,hybrid
1001000601,Dr. Mary Williams,Internal Medicine,Columbus,OH,Fentora,REP-106,TERR-03,2,6,6,3,2,20,16.5298,32252.24,3.9279,0.036369,17.1791,hybrid
1001000602,Dr. Sarah Smith,Internal Medicine,Portland,OR,Abstral,REP-108,TERR-04,2,4,6,5,3,12,10.5717,24942.73,6.3013,0.055972,11.2379,hybrid
1001000603,Dr. Sarah Hernandez,Pain Management,Philadelphia,PA,Lazanda,REP-104,TERR-02,2,5,3,2,3,8,12.0485,13960.69,4.8477,0.043789,12.6326,hybrid
1001000604,Dr. Sharon Anderson,Internal Medicine,Charlotte,NC,Fentora,REP-104,TERR-02,1,8,4,4,5,16,22.3724,56554.84,5.1677,0.048281,23.5285,hybrid
1001000605,Dr. John Mitchell,Neurology,Columbus,OH,Subsys,REP-112,TERR-06,2,4,5,5,2,22,9.8151,23935.26,4.4703,0.039768,10.2538,hybrid
1001000606,Dr. Melissa Baker,Family Practice,Nashville,TN,Subsys,REP-108,TERR-04,2,7,10,7,2,20,18.0217,17343.79,5.2482,0.048526,18.9675,hybrid
1001000607,Dr. Barbara Green,Internal Medicine,Houston,TX,Abstral,REP-103,TERR-02,3,3,2,1,1,27,7.4309,13976.01,2.1022,0.018359,7.5871,hybrid
1001000608,Dr. Laura Adams,Neurology,Boston,MA,Fentora,REP-101,TERR-01,2,4,4,3,2,11,10.1503,21501.29,4.1122,0.03675,10.5677,hybrid
1001000609,Dr. Michael Carter,Orthopedics,Los Angeles,CA,Actiq,REP-108,TERR-04,2,5,7,6,2,25,12.8189,16017.25,5.7545,0.052005,13.5565,hybrid
1001000610,Dr. Thomas Ramirez,Neurology,Miami,FL,Actiq,REP-107,TERR-04,1,9,9,5,0,17,26.1923,41180.34,3.3511,0.031768,27.07,hybrid
1001000611,Dr. Richard Anderson,Neurology,Las Vegas,NV,Subsys,REP-101,TERR-01,2,4,8,6,0,16,11.3608,13646.8,3.8395,0.03468,11.797,hybrid
1001000612,Dr. Susan Thomas,Oncology,Los Angeles,CA,Lazanda,REP-105,TERR-03,2,5,12,8,2,18,14.1371,31796.78,7.3788,0.066643,15.1802,hybrid
1001000613,Dr. Charles Brown,Pain Management,Charlotte,NC,Abstral,REP-110,TERR-05,1,8,16,13,11,19,22.2242,45051.79,10.9835,0.099941,24.6652,hybrid
1001000614,Dr. Margaret King,Anesthesiology,Seattle,WA,Subsys,REP-101,TERR-01,2,4,5,4,4,22,11.5133,12051.36,6.5641,0.058641,12.2691,hybrid
